frame,true_dT_C,est_dT_C,true_bend_state,est_bend_state,stale_error,proposed_error
66,-0.9846148628390621,-0.9242828506591341,0.16232590353052187,0.14877077132172561,0.39804811828512415,0.10286015095850581
67,-0.8972721354275421,-0.8427057657639575,0.15936234010206624,0.1464588830725139,0.36654521671877577,0.08855856029261945
68,-0.7955644877267084,-0.7558855098370959,0.1485193949705576,0.1386422333951762,0.3373990719136593,0.08083479820097995
69,-0.684365369040028,-0.6548664638351318,0.12954067643127526,0.12263235144455929,0.2739426728487482,0.06035857580174881
70,-0.5689469102786369,-0.5543493890387758,0.1031012069769851,0.09906485776382032,0.2309681395468482,0.03667267148995917
71,-0.45460725598830654,-0.44501621474026365,0.07074276337786203,0.06852305494417528,0.17403963107607578,0.03294969711605319
72,-0.3462977359936954,-0.34243388468625446,0.034694134179737025,0.03385904887898749,0.12259831811104278,0.040108892259087335
73,-0.24827740364376089,-0.25103499165798737,-0.002399829997292569,-0.0023220057734695625,0.09012241325197046,0.028059723462059344
74,-0.1638204278450116,-0.1615030631213721,-0.037804202085438984,-0.03751545190976598,0.07656955395199534,0.029251118276922033
75,-0.09499789683094659,-0.08776826268958493,-0.06903141216146566,-0.06981950782085124,0.1109094786436418,0.03614904409953052
76,-0.04255006440774753,-0.03731350155499827,-0.09414500500399814,-0.094079314789819,0.14077248701716474,0.03666744768350788
77,-0.005858354217703948,0.0056426326483245545,-0.11198914952775388,-0.11102811320822283,0.15222144839638618,0.044086230350452324
78,0.01698096754530537,0.025837314431921155,-0.12231335305846655,-0.12151399482782164,0.17629641711281926,0.04228300724017305
79,0.02898708630650014,0.037861410220992375,-0.12577597770094637,-0.12448487576658267,0.17792137741950428,0.04916526742029914
80,0.034041662274061295,0.05096194612372956,-0.12382650943817486,-0.12251884310887365,0.17586227161140422,0.05642878414255715
81,0.036571523880998734,0.039733426760376306,-0.11848288467773418,-0.11726237974327634,0.16578071069807473,0.04042623607275756
82,0.04119074607464675,0.0390243251844961,-0.1120343253196053,-0.11099416527092464,0.153223618995788,0.038928464769130845
83,0.052328841388801284,0.060887755366375626,-0.10671016188748594,-0.10556472927089827,0.14764053291515922,0.03879012101466272
84,0.07387282168484197,0.07596738650072621,-0.10435968089353448,-0.10362504855481657,0.1453947844604675,0.04029732167050236
85,0.1088498585988758,0.10888297578253257,-0.10618650251365706,-0.10577701507299331,0.1493446654463096,0.041719768254504165
86,0.15917425746795716,0.1663010726608532,-0.11257358506308814,-0.11217300224984893,0.15866940758959103,0.04642409787585984
87,0.22547768632377266,0.22929472042879914,-0.12302266501715275,-0.12201406586179063,0.18418843063025372,0.0420313980765795
88,0.30703542246263066,0.30483838536047686,-0.13621643562289243,-0.1350667211004214,0.21486175526368265,0.04442874961704606
89,0.40179425242763445,0.3949559175405004,-0.1501951383338236,-0.1479711545320179,0.24102915864585794,0.06241332274163155
90,0.5065001155590345,0.4929414500989662,-0.16262373591985202,-0.15970659361611503,0.2768563979841055,0.06724150513944667
91,0.6169161762507709,0.5949038598836427,-0.17111354899297798,-0.1670137038076953,0.31278841110044,0.07633015672264568
92,0.7281152949374523,0.6923775884632151,-0.17355482904109426,-0.16827281988625117,0.3457149182968801,0.08082410479244648
93,0.8348253407079379,0.7863065586671173,-0.16841521220088218,-0.16289571532177677,0.36153256644710274,0.07987010193085034
94,0.9318018592783899,0.8672169950208147,-0.15496355613515092,-0.15003622943806405,0.3968685147917205,0.11090450416006291
95,1.0142005703296895,0.9369463158315126,-0.1333886926086699,-0.1291498493045193,0.4052085609317423,0.10715038170009444
96,1.0779221692662317,0.9923812151195167,-0.10479677670411498,-0.101563423371936,0.393161400380174,0.09597011864066225
97,1.1199039502784895,1.028332030914742,-0.07108726988932838,-0.07029651901336993,0.3841905618588182,0.0938281344534825
98,1.1383366988332586,1.0428317573797437,-0.03472394989429971,-0.034037974868137866,0.3858930534925793,0.09678529501457282
99,1.1327908308895203,1.0366137639279518,0.0015685128559075612,0.0014680704478296862,0.3785300004115645,0.10076581837730367
100,1.1042424732526104,1.0125903315741056,0.03514184485261322,0.033045041718913946,0.37931652852728465,0.10565521340214223
101,1.0549975864413286,0.9657856869107821,0.06375020317995367,0.05912586314640291,0.3660230401010482,0.09501198965615894
102,0.9885197789971846,0.9130999804124557,0.08582136462223872,0.08031689881931692,0.34467250805132527,0.09366628996355161
103,0.9091745906319716,0.8463355585776839,0.10063689556706279,0.0937913283196989,0.3141503391553406,0.09707274878887605
104,0.8219092023915764,0.7739597102524075,0.1083974213223434,0.10154324267199502,0.2990447037408406,0.08036608218540568
105,0.7318913067985973,0.6943150006891546,0.11016462569282784,0.10523251609805018,0.26914704775588205,0.06834614711318938
106,0.6441338856880179,0.6169552428710794,0.10768824793119545,0.10337102539015836,0.24820236992610256,0.06337626327127094
107,0.5631336746660729,0.5455748815262982,0.10314185783865903,0.09893707662968473,0.22892448749889566,0.06645693943534385
108,0.49255006440774807,0.48024619009205105,0.09880348588802183,0.09464462589471237,0.19417174222724282,0.05529076258804323
109,0.4349481767423941,0.42836684024266203,0.09672460345810244,0.09342795276094892,0.1766992640336989,0.03650285305226782
110,0.39162508114731176,0.383148311550115,0.09843248714404546,0.09543640723788542,0.1702956761975817,0.038266174854309234
111,0.36253193889657187,0.3613886223985311,0.10470645329407557,0.10142583697967412,0.16653274980300287,0.04595256432984935
112,0.34629773599369507,0.35070256739444455,0.11545842917614968,0.11098604149349031,0.1798521217055983,0.04815058576162246
113,0.34035272073549494,0.34358468961032523,0.12973418932605746,0.12407085902950225,0.19338824008268163,0.0479061184158379
114,0.3411422569763366,0.3391222386763114,0.1458352397213507,0.13890538814316555,0.21407011297080236,0.05790323209816348
115,0.34441508912858054,0.343464003304283,0.16154498676195833,0.1505818626720323,0.2214234754610773,0.06277223327274574
116,0.345564487726709,0.34822350356059517,0.17442869091390456,0.16084812976884566,0.25659381513926055,0.0800455347416104
117,0.3399968149791732,0.3395710428022551,0.18216668632659888,0.1677190176714101,0.2544814757004119,0.08273867078126974
118,0.32350000960573944,0.3225325367854631,0.1828758015780602,0.1689761824323557,0.2552208026888624,0.09343506164858015
119,0.2925844907556544,0.2983874924981453,0.17537545766948892,0.16256270834347283,0.23711806094903795,0.08017336860599591
